epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,399.42,2.05578,1.83629,0.89309,0.49295,0.48847,0.47748,0.25356,1.77505,1.68642,0.86651,0.000822279,0.000822279,0.000822279
23,412.523,1.83853,1.76418,0.88413,0.47683,0.51817,0.49336,0.26771,1.70462,1.62962,0.85857,0.00080853,0.00080853,0.00080853
24,425.95,1.87507,1.77738,0.88002,0.47683,0.51817,0.49336,0.26771,1.70462,1.62962,0.85857,0.000794782,0.000794782,0.000794782
25,439.272,1.89152,1.7356,0.88398,0.5072,0.53169,0.51859,0.28238,1.70356,1.56507,0.86241,0.000781033,0.000781033,0.000781033
26,452.806,1.92722,1.74299,0.88151,0.5072,0.53169,0.51859,0.28238,1.70356,1.56507,0.86241,0.000767284,0.000767284,0.000767284
27,466.404,1.91801,1.63542,0.88424,0.56816,0.52965,0.54296,0.30342,1.67357,1.50251,0.8601,0.000753536,0.000753536,0.000753536
28,479.209,1.8227,1.60181,0.88021,0.58765,0.53448,0.55049,0.31015,1.65511,1.48007,0.85221,0.000739787,0.000739787,0.000739787
29,492.708,1.87282,1.56254,0.87731,0.58765,0.53448,0.55049,0.31015,1.65511,1.48007,0.85221,0.000726038,0.000726038,0.000726038
30,505.867,1.76769,1.56389,0.87252,0.62258,0.55401,0.56238,0.32628,1.599,1.44493,0.84947,0.00071229,0.00071229,0.00071229
31,519.221,1.86303,1.55348,0.87532,0.64507,0.56668,0.58458,0.34769,1.53854,1.40019,0.84772,0.000698541,0.000698541,0.000698541
32,532.214,1.76015,1.47498,0.87577,0.64507,0.56668,0.58458,0.34769,1.53854,1.40019,0.84772,0.000684793,0.000684793,0.000684793
33,545.447,1.88258,1.49657,0.87624,0.64987,0.58934,0.61105,0.35728,1.55208,1.3686,0.84683,0.000671044,0.000671044,0.000671044
34,558.586,1.68555,1.37614,0.8686,0.64987,0.58934,0.61105,0.35728,1.55208,1.3686,0.84683,0.000657295,0.000657295,0.000657295
35,571.889,1.61554,1.36833,0.86495,0.65475,0.60426,0.63223,0.37441,1.51302,1.35554,0.84391,0.000643547,0.000643547,0.000643547
36,585.409,1.65267,1.33962,0.86159,0.69459,0.61458,0.66755,0.3992,1.48093,1.30342,0.83997,0.000629798,0.000629798,0.000629798
37,598.612,1.6442,1.37045,0.85852,0.69459,0.61458,0.66755,0.3992,1.48093,1.30342,0.83997,0.000616049,0.000616049,0.000616049
38,612.319,1.95403,1.36223,0.87323,0.72421,0.63066,0.69181,0.41598,1.46646,1.26393,0.83884,0.000602301,0.000602301,0.000602301
39,625.803,1.64506,1.28834,0.86343,0.74654,0.63808,0.70612,0.43055,1.43161,1.24189,0.83633,0.000588552,0.000588552,0.000588552
40,639.14,1.68781,1.29112,0.86712,0.74654,0.63808,0.70612,0.43055,1.43161,1.24189,0.83633,0.000574804,0.000574804,0.000574804
41,652.726,1.75639,1.31572,0.86568,0.73181,0.63969,0.70195,0.43463,1.41906,1.21063,0.83547,0.000561055,0.000561055,0.000561055
42,666.125,1.82105,1.42248,0.8653,0.73181,0.63969,0.70195,0.43463,1.41906,1.21063,0.83547,0.000547306,0.000547306,0.000547306
43,679.78,1.82379,1.30585,0.8676,0.68924,0.61714,0.68575,0.4282,1.42732,1.19758,0.83431,0.000533558,0.000533558,0.000533558
44,692.822,1.60026,1.21589,0.86144,0.68255,0.64487,0.69836,0.43362,1.44541,1.16231,0.83454,0.000519809,0.000519809,0.000519809
45,705.993,1.62319,1.21624,0.86372,0.68255,0.64487,0.69836,0.43362,1.44541,1.16231,0.83454,0.00050606,0.00050606,0.00050606
46,718.975,1.51678,1.19758,0.86016,0.72292,0.65968,0.72874,0.4566,1.40313,1.12299,0.83236,0.000492312,0.000492312,0.000492312
47,732.877,1.67359,1.16173,0.85898,0.73673,0.67429,0.7473,0.47417,1.37298,1.09972,0.83168,0.000478563,0.000478563,0.000478563
48,746.573,1.69244,1.14256,0.86057,0.73673,0.67429,0.7473,0.47417,1.37298,1.09972,0.83168,0.000464815,0.000464815,0.000464815
49,760.58,1.56285,1.14306,0.85931,0.74997,0.67211,0.75558,0.48409,1.36071,1.10149,0.83242,0.000451066,0.000451066,0.000451066
50,773.744,1.44601,1.06605,0.85166,0.74997,0.67211,0.75558,0.48409,1.36071,1.10149,0.83242,0.000437317,0.000437317,0.000437317
51,787.501,1.42081,1.09892,0.85233,0.76709,0.67702,0.76855,0.49843,1.34286,1.08298,0.83316,0.000423569,0.000423569,0.000423569
52,802.125,1.69028,1.14269,0.86416,0.75658,0.69084,0.77204,0.50107,1.34981,1.10148,0.83281,0.00040982,0.00040982,0.00040982
53,815.606,1.56377,1.08455,0.85109,0.75658,0.69084,0.77204,0.50107,1.34981,1.10148,0.83281,0.000396071,0.000396071,0.000396071
54,829.801,1.6829,1.1131,0.85876,0.75216,0.70414,0.78373,0.50967,1.33076,1.08091,0.8307,0.000382323,0.000382323,0.000382323
55,843.335,1.52021,1.07542,0.84698,0.77545,0.70289,0.79516,0.50538,1.35974,1.08266,0.83093,0.000368574,0.000368574,0.000368574
56,857.089,1.50945,1.03603,0.84537,0.77545,0.70289,0.79516,0.50538,1.35974,1.08266,0.83093,0.000354826,0.000354826,0.000354826
57,870.852,1.62687,1.09944,0.85607,0.78012,0.71883,0.80695,0.50622,1.36475,1.05152,0.83102,0.000341077,0.000341077,0.000341077
58,884.779,1.56494,1.05094,0.85169,0.78012,0.71883,0.80695,0.50622,1.36475,1.05152,0.83102,0.000327328,0.000327328,0.000327328
59,898.761,1.71554,1.0702,0.84875,0.79516,0.73698,0.82165,0.52549,1.31903,1.00666,0.8292,0.00031358,0.00031358,0.00031358
60,912.951,1.64213,1.11205,0.85462,0.80482,0.74189,0.83116,0.53166,1.31331,0.96673,0.82828,0.000299831,0.000299831,0.000299831
61,926.492,1.42384,0.97257,0.84805,0.80482,0.74189,0.83116,0.53166,1.31331,0.96673,0.82828,0.000286083,0.000286083,0.000286083
62,940.532,1.51281,1.01446,0.85113,0.81632,0.75283,0.84066,0.54083,1.30854,0.93719,0.82769,0.000272334,0.000272334,0.000272334
63,954.181,1.42855,1.04412,0.85223,0.82937,0.77032,0.85291,0.55879,1.2792,0.91513,0.82681,0.000258585,0.000258585,0.000258585
64,968.22,1.60542,1.01996,0.84985,0.82937,0.77032,0.85291,0.55879,1.2792,0.91513,0.82681,0.000244837,0.000244837,0.000244837
65,981.886,1.514,1.00605,0.85072,0.83675,0.77686,0.86031,0.56658,1.27164,0.89297,0.82577,0.000231088,0.000231088,0.000231088
66,995.473,1.49443,0.98514,0.84992,0.83675,0.77686,0.86031,0.56658,1.27164,0.89297,0.82577,0.000217339,0.000217339,0.000217339
67,1009.35,1.58374,1.037,0.84696,0.83623,0.77916,0.86305,0.56205,1.29403,0.88882,0.82592,0.000203591,0.000203591,0.000203591
68,1023.18,1.47992,0.97078,0.85074,0.83611,0.78471,0.86219,0.55677,1.30879,0.87734,0.8262,0.000189842,0.000189842,0.000189842
69,1037.34,1.54539,1.01831,0.84977,0.83611,0.78471,0.86219,0.55677,1.30879,0.87734,0.8262,0.000176094,0.000176094,0.000176094
70,1050.94,1.47775,0.95996,0.84533,0.83488,0.79352,0.86532,0.56143,1.29259,0.86614,0.82576,0.000162345,0.000162345,0.000162345
71,1062.81,1.43154,1.06219,0.84553,0.84335,0.79784,0.86694,0.56945,1.27008,0.84975,0.82462,0.000148596,0.000148596,0.000148596
72,1074.26,1.33905,1.0412,0.84271,0.84335,0.79784,0.86694,0.56945,1.27008,0.84975,0.82462,0.000134848,0.000134848,0.000134848
73,1085.84,1.31343,0.94712,0.84593,0.8457,0.80487,0.87085,0.57201,1.26714,0.84372,0.82403,0.000121099,0.000121099,0.000121099
74,1097.32,1.48538,1.1534,0.8436,0.8457,0.80487,0.87085,0.57201,1.26714,0.84372,0.82403,0.00010735,0.00010735,0.00010735
75,1108.99,1.32594,0.96387,0.84686,0.84857,0.80575,0.8722,0.56589,1.29556,0.85304,0.8248,9.36017e-05,9.36017e-05,9.36017e-05
76,1120.49,1.28091,0.9154,0.8409,0.8479,0.80738,0.87137,0.56019,1.31754,0.86663,0.82559,7.98531e-05,7.98531e-05,7.98531e-05
77,1132.09,1.27231,0.97119,0.84564,0.8479,0.80738,0.87137,0.56019,1.31754,0.86663,0.82559,6.61045e-05,6.61045e-05,6.61045e-05
78,1143.75,1.41095,1.01548,0.8428,0.84455,0.80443,0.86873,0.55895,1.3165,0.87647,0.82539,5.23559e-05,5.23559e-05,5.23559e-05
79,1155.61,1.39681,0.97957,0.84293,0.84662,0.80084,0.86774,0.55937,1.30818,0.88136,0.82463,3.86073e-05,3.86073e-05,3.86073e-05
80,1167.31,1.52618,1.12349,0.85481,0.84662,0.80084,0.86774,0.55937,1.30818,0.88136,0.82463,2.48586e-05,2.48586e-05,2.48586e-05
